Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Arthur Schnitzler","2121","Hermann Bahr","10815","1905","Undirected","Arthur Schnitzler – Hermann Bahr, 1905","23"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1906","Undirected","Arthur Schnitzler – Hermann Bahr, 1906","14"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1907","Undirected","Arthur Schnitzler – Hermann Bahr, 1907","21"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1908","Undirected","Arthur Schnitzler – Hermann Bahr, 1908","12"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1909","Undirected","Arthur Schnitzler – Hermann Bahr, 1909","16"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1910","Undirected","Arthur Schnitzler – Hermann Bahr, 1910","11"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1911","Undirected","Arthur Schnitzler – Hermann Bahr, 1911","4"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1912","Undirected","Arthur Schnitzler – Hermann Bahr, 1912","8"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1913","Undirected","Arthur Schnitzler – Hermann Bahr, 1913","10"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1914","Undirected","Arthur Schnitzler – Hermann Bahr, 1914","4"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1915","Undirected","Arthur Schnitzler – Hermann Bahr, 1915","2"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1918","Undirected","Arthur Schnitzler – Hermann Bahr, 1918","3"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1921","Undirected","Arthur Schnitzler – Hermann Bahr, 1921","2"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1922","Undirected","Arthur Schnitzler – Hermann Bahr, 1922","3"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1930","Undirected","Arthur Schnitzler – Hermann Bahr, 1930","4"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1931","Undirected","Arthur Schnitzler – Hermann Bahr, 1931","2"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1891","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1891","25"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1892","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1892","16"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1893","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1893","15"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1894","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1894","13"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1895","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1895","11"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1896","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1896","26"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1897","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1897","23"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1898","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1898","37"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1899","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1899","20"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1900","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1900","30"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1901","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1901","26"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1902","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1902","17"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1903","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1903","29"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1904","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1904","28"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1905","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1905","8"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1906","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1906","10"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1907","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1907","2"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1909","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1909","4"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1914","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1914","16"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1915","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1915","8"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1916","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1916","20"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1917","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1917","12"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1918","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1918","17"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1919","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1919","3"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1921","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1921","9"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1922","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1922","6"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1923","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1923","5"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1926","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1926","1"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1927","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1927","3"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1928","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1928","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1891","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1891","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1894","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1894","9"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1895","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1895","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1896","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1896","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1897","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1897","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1898","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1898","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1899","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1899","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1900","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1900","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1902","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1902","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1903","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1903","3"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1904","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1904","13"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1905","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1905","13"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1906","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1906","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1907","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1907","8"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1908","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1908","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1909","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1909","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1912","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1912","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1913","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1913","3"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1914","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1914","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1916","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1916","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1918","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1918","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1919","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1919","6"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1920","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1920","4"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1923","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1923","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","10863","1925","Undirected","Hermann Bahr – Richard Beer-Hofmann, 1925","1"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1891","Undirected","Felix Salten – Hugo von Hofmannsthal, 1891","5"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1892","Undirected","Felix Salten – Hugo von Hofmannsthal, 1892","11"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1893","Undirected","Felix Salten – Hugo von Hofmannsthal, 1893","6"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1895","Undirected","Felix Salten – Hugo von Hofmannsthal, 1895","2"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1897","Undirected","Felix Salten – Hugo von Hofmannsthal, 1897","1"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1898","Undirected","Felix Salten – Hugo von Hofmannsthal, 1898","2"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1899","Undirected","Felix Salten – Hugo von Hofmannsthal, 1899","5"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1900","Undirected","Felix Salten – Hugo von Hofmannsthal, 1900","2"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1901","Undirected","Felix Salten – Hugo von Hofmannsthal, 1901","4"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1902","Undirected","Felix Salten – Hugo von Hofmannsthal, 1902","4"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1903","Undirected","Felix Salten – Hugo von Hofmannsthal, 1903","14"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1904","Undirected","Felix Salten – Hugo von Hofmannsthal, 1904","14"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1905","Undirected","Felix Salten – Hugo von Hofmannsthal, 1905","18"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1906","Undirected","Felix Salten – Hugo von Hofmannsthal, 1906","5"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1907","Undirected","Felix Salten – Hugo von Hofmannsthal, 1907","4"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1908","Undirected","Felix Salten – Hugo von Hofmannsthal, 1908","2"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1909","Undirected","Felix Salten – Hugo von Hofmannsthal, 1909","1"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1910","Undirected","Felix Salten – Hugo von Hofmannsthal, 1910","5"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1914","Undirected","Felix Salten – Hugo von Hofmannsthal, 1914","7"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1915","Undirected","Felix Salten – Hugo von Hofmannsthal, 1915","4"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1922","Undirected","Felix Salten – Hugo von Hofmannsthal, 1922","1"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1923","Undirected","Felix Salten – Hugo von Hofmannsthal, 1923","2"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1925","Undirected","Felix Salten – Hugo von Hofmannsthal, 1925","11"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1926","Undirected","Felix Salten – Hugo von Hofmannsthal, 1926","3"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1927","Undirected","Felix Salten – Hugo von Hofmannsthal, 1927","2"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","1928","Undirected","Felix Salten – Hugo von Hofmannsthal, 1928","2"
"Arthur Schnitzler","2121","Felix Salten","2167","1891","Undirected","Arthur Schnitzler – Felix Salten, 1891","10"
"Arthur Schnitzler","2121","Felix Salten","2167","1892","Undirected","Arthur Schnitzler – Felix Salten, 1892","20"
"Arthur Schnitzler","2121","Felix Salten","2167","1893","Undirected","Arthur Schnitzler – Felix Salten, 1893","17"
"Arthur Schnitzler","2121","Felix Salten","2167","1894","Undirected","Arthur Schnitzler – Felix Salten, 1894","20"
"Arthur Schnitzler","2121","Felix Salten","2167","1895","Undirected","Arthur Schnitzler – Felix Salten, 1895","23"
"Arthur Schnitzler","2121","Felix Salten","2167","1896","Undirected","Arthur Schnitzler – Felix Salten, 1896","17"
"Arthur Schnitzler","2121","Felix Salten","2167","1897","Undirected","Arthur Schnitzler – Felix Salten, 1897","23"
"Arthur Schnitzler","2121","Felix Salten","2167","1898","Undirected","Arthur Schnitzler – Felix Salten, 1898","13"
"Arthur Schnitzler","2121","Felix Salten","2167","1899","Undirected","Arthur Schnitzler – Felix Salten, 1899","23"
"Arthur Schnitzler","2121","Felix Salten","2167","1900","Undirected","Arthur Schnitzler – Felix Salten, 1900","11"
"Arthur Schnitzler","2121","Felix Salten","2167","1901","Undirected","Arthur Schnitzler – Felix Salten, 1901","16"
"Arthur Schnitzler","2121","Felix Salten","2167","1902","Undirected","Arthur Schnitzler – Felix Salten, 1902","28"
"Arthur Schnitzler","2121","Felix Salten","2167","1903","Undirected","Arthur Schnitzler – Felix Salten, 1903","32"
"Arthur Schnitzler","2121","Felix Salten","2167","1904","Undirected","Arthur Schnitzler – Felix Salten, 1904","21"
"Arthur Schnitzler","2121","Felix Salten","2167","1905","Undirected","Arthur Schnitzler – Felix Salten, 1905","17"
"Arthur Schnitzler","2121","Felix Salten","2167","1906","Undirected","Arthur Schnitzler – Felix Salten, 1906","31"
"Arthur Schnitzler","2121","Felix Salten","2167","1907","Undirected","Arthur Schnitzler – Felix Salten, 1907","20"
"Arthur Schnitzler","2121","Felix Salten","2167","1908","Undirected","Arthur Schnitzler – Felix Salten, 1908","13"
"Arthur Schnitzler","2121","Felix Salten","2167","1909","Undirected","Arthur Schnitzler – Felix Salten, 1909","11"
"Arthur Schnitzler","2121","Felix Salten","2167","1910","Undirected","Arthur Schnitzler – Felix Salten, 1910","13"
"Arthur Schnitzler","2121","Felix Salten","2167","1911","Undirected","Arthur Schnitzler – Felix Salten, 1911","5"
"Arthur Schnitzler","2121","Felix Salten","2167","1912","Undirected","Arthur Schnitzler – Felix Salten, 1912","6"
"Arthur Schnitzler","2121","Felix Salten","2167","1913","Undirected","Arthur Schnitzler – Felix Salten, 1913","2"
"Arthur Schnitzler","2121","Felix Salten","2167","1914","Undirected","Arthur Schnitzler – Felix Salten, 1914","3"
"Arthur Schnitzler","2121","Felix Salten","2167","1915","Undirected","Arthur Schnitzler – Felix Salten, 1915","2"
"Arthur Schnitzler","2121","Felix Salten","2167","1916","Undirected","Arthur Schnitzler – Felix Salten, 1916","1"
"Arthur Schnitzler","2121","Felix Salten","2167","1917","Undirected","Arthur Schnitzler – Felix Salten, 1917","3"
"Arthur Schnitzler","2121","Felix Salten","2167","1919","Undirected","Arthur Schnitzler – Felix Salten, 1919","2"
"Arthur Schnitzler","2121","Felix Salten","2167","1921","Undirected","Arthur Schnitzler – Felix Salten, 1921","6"
"Arthur Schnitzler","2121","Felix Salten","2167","1922","Undirected","Arthur Schnitzler – Felix Salten, 1922","6"
"Arthur Schnitzler","2121","Felix Salten","2167","1923","Undirected","Arthur Schnitzler – Felix Salten, 1923","3"
"Arthur Schnitzler","2121","Felix Salten","2167","1924","Undirected","Arthur Schnitzler – Felix Salten, 1924","2"
"Arthur Schnitzler","2121","Felix Salten","2167","1925","Undirected","Arthur Schnitzler – Felix Salten, 1925","4"
"Arthur Schnitzler","2121","Felix Salten","2167","1926","Undirected","Arthur Schnitzler – Felix Salten, 1926","1"
"Arthur Schnitzler","2121","Felix Salten","2167","1927","Undirected","Arthur Schnitzler – Felix Salten, 1927","6"
"Arthur Schnitzler","2121","Felix Salten","2167","1928","Undirected","Arthur Schnitzler – Felix Salten, 1928","4"
"Arthur Schnitzler","2121","Felix Salten","2167","1929","Undirected","Arthur Schnitzler – Felix Salten, 1929","6"
"Arthur Schnitzler","2121","Felix Salten","2167","1930","Undirected","Arthur Schnitzler – Felix Salten, 1930","5"
"Arthur Schnitzler","2121","Felix Salten","2167","1931","Undirected","Arthur Schnitzler – Felix Salten, 1931","3"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1891","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1891","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1892","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1892","3"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1893","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1893","1"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1895","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1895","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1896","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1896","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1897","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1897","5"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1898","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1898","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1899","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1899","1"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1900","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1900","4"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1902","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1902","6"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1903","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1903","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1907","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1907","1"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1908","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1908","1"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1909","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1909","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1910","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1910","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1918","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1918","1"
"Paul Goldmann","11485","Richard Beer-Hofmann","10863","1921","Undirected","Paul Goldmann – Richard Beer-Hofmann, 1921","1"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1893","Undirected","Felix Salten – Richard Beer-Hofmann, 1893","2"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1899","Undirected","Felix Salten – Richard Beer-Hofmann, 1899","2"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1901","Undirected","Felix Salten – Richard Beer-Hofmann, 1901","1"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1903","Undirected","Felix Salten – Richard Beer-Hofmann, 1903","1"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1904","Undirected","Felix Salten – Richard Beer-Hofmann, 1904","4"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1906","Undirected","Felix Salten – Richard Beer-Hofmann, 1906","2"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1907","Undirected","Felix Salten – Richard Beer-Hofmann, 1907","2"
"Felix Salten","2167","Richard Beer-Hofmann","10863","1925","Undirected","Felix Salten – Richard Beer-Hofmann, 1925","1"
"Felix Salten","2167","Hermann Bahr","10815","1895","Undirected","Felix Salten – Hermann Bahr, 1895","3"
"Felix Salten","2167","Hermann Bahr","10815","1897","Undirected","Felix Salten – Hermann Bahr, 1897","5"
"Felix Salten","2167","Hermann Bahr","10815","1898","Undirected","Felix Salten – Hermann Bahr, 1898","4"
"Felix Salten","2167","Hermann Bahr","10815","1899","Undirected","Felix Salten – Hermann Bahr, 1899","3"
"Felix Salten","2167","Hermann Bahr","10815","1900","Undirected","Felix Salten – Hermann Bahr, 1900","1"
"Felix Salten","2167","Hermann Bahr","10815","1901","Undirected","Felix Salten – Hermann Bahr, 1901","1"
"Felix Salten","2167","Hermann Bahr","10815","1902","Undirected","Felix Salten – Hermann Bahr, 1902","1"
"Felix Salten","2167","Hermann Bahr","10815","1903","Undirected","Felix Salten – Hermann Bahr, 1903","4"
"Felix Salten","2167","Hermann Bahr","10815","1904","Undirected","Felix Salten – Hermann Bahr, 1904","2"
"Felix Salten","2167","Hermann Bahr","10815","1906","Undirected","Felix Salten – Hermann Bahr, 1906","1"
"Felix Salten","2167","Hermann Bahr","10815","1907","Undirected","Felix Salten – Hermann Bahr, 1907","1"
"Felix Salten","2167","Hermann Bahr","10815","1908","Undirected","Felix Salten – Hermann Bahr, 1908","1"
"Felix Salten","2167","Hermann Bahr","10815","1918","Undirected","Felix Salten – Hermann Bahr, 1918","1"
"Felix Salten","2167","Hermann Bahr","10815","1925","Undirected","Felix Salten – Hermann Bahr, 1925","2"
"Felix Salten","2167","Hermann Bahr","10815","1930","Undirected","Felix Salten – Hermann Bahr, 1930","3"
